悪衣悪食, あくいあくしょく, 衣服や食べ物が粗末であること
孤城落日, こじょうらくじつ, 繁栄していたものの勢いが衰えて、助けもなく寂しい様子。 孤立して援軍のない城が、沈む夕日に照らされている光景
故事来歴, こじらいれき, 古くから伝わっている事柄についての、由来や歴史や伝承の事情。物事の経緯
誇大妄想, こだいもうそう, 現実的な状況から逸脱し、自分の能力や境遇を過大に評価したり、想像したものを事実であるかのように思い込むこと
壺中天地, こちゅうてんち, 別世界、別天地のこと。 また、酒を飲んで俗世間を忘れること
刻苦勉励, こっくべんれい, 非常に苦労しながら仕事や勉学などに励むこと。 「刻苦」は大変な苦労をすること
固定観念, こていかんねん, 凝り固まった考え方
胡馬北風, こばほくふう, 故郷を懐かしく思う気持ち。 中国の北方の胡の国で産まれた馬は、北風が吹くたびに故郷を慕って嘶いななくという意味
枯木逢春, こぼくほうしゅん, 苦境を脱することの喩え。 衰えたものや逆境にあったものが、再び勢いを盛り返すこと
孤立無援, こりつむえん, 一人ぼっちで助けが無いこと。 極めて厳しい状況
金剛不壊, こんごうふえ, 非常に頑固で何事にも動じないこと。 「金剛」は非常に頑固、「不壊」は壊れることが無いことを意味する
崑山片玉, こんざんへんぎょく, 自分の地位を謙遜して用いる言葉
紺紙金泥, こんしこんでい, 紺紙に金泥で経文や仏画などを書いたもの。 「紺紙」は紺色の紙
混水摸魚, こんすいぼぎょ, 兵法三十六計の第二十計。 敵の内部を混乱させ、敵の行動を誤らせ、自分の望む行動を取らせる戦略
今是昨非, こんぜさくひ, 今日になって、昨日の行いが間違っていたと気づいて後悔すること。 今日は正しくて昨日までは誤っているという意味
渾然一体, こんぜんいったい, 別々のものが溶けて混じり合い、区別がつかないことを表す。 別表記：「混然一体」
昏天黒地, こんてんこくち, 日が暮れて真っ暗な様子。転じて、頭がぼんやりして意識が朦朧もうろうとしていること
金波羅華, こんぱらげ, 仏教用語。金色の蓮の花
剛腸石心, ごうちょうせきしん, 度胸があり、何事にも屈しない強い意志を持っていること。 「剛腸」は、度胸があること
五蘊皆空, ごうんかいくう, 人間界に存在する全てのものは皆、実体がなく「空」であるという概念
五薀皆空, ごうんかいくう, 仏教用語で、人という存在は「五蘊」の集まりから構成されるもので、それらはすべて実体がなく、空であるということ
五陰盛苦, ごおんじょうく, 仏教用語で、「四苦八苦」のうちの１つ。 「五陰」は人の肉体と精神を構成する５つの要素のこと
五行相剋, ごぎょうそうこく, 陰陽道において、水・火・金・木・土の五つの根元要素が互いに影響を及ぼし、水は火に、火は金に、金は木に、木は土に、土は...
極悪非道, ごくあくひどう, 人の道から外れた極めて悪いこと。 「極悪」は極めて悪いこと
極楽浄土, ごくらくじょうど, 仏教において、生前に善行を重ねた者が死後に行き着く安楽の世界。 阿弥陀仏あみだぶつが住むとされる
五障三従, ごしょうさんじゅう, 仏教用語で、女性が背負う5種の障害と、女性が従うべきものとされる3つの宿命のこと
後生菩提, ごしょうぼだい, 仏教用語で、死後、来世で幸せに生まれ変わること。 同義語：「後世菩提」
五濁悪世, ごじょくあくせ, 仏教用語で、五つの汚れに溢れた世界のこと。 「五濁」は以下の五つを指す
五臓六腑, ごぞうろっぷ, 五臓と六腑で人の内臓。 漢方医学で、五臓は、肺臓・心臓・脾臓・肝臓・腎臓、六腑は大腸・小腸・胃・胆・膀胱・三焦
五人囃子, ごにんばやし, 「太鼓」「大鼓」「小鼓」「笛」「謡」の五人一組の雛人形。 雛壇で三人官女の下段に飾られる
五百羅漢, ごひゃくらかん, 釈迦しゃかの死後、各地から結集した五百人の高僧。 「羅漢」とは「阿羅漢」の略称で、悟りに達した聖者のこと
五倫五常, ごりんごじょう, 儒教の教え。人として守るべき道徳のこと
才学非凡, さいがくひぼん, 頭の働きが早く、学問において人並み以上の優れた能力を持っていること。 「才学」は学問の才能のこと
才気煥発, さいきかんぱつ, 優れた才能が自然と溢れ出ること。 特定の人物の才覚を讃える場合に用いる
再起不能, さいきふのう, 肉体的・精神的・社会的などにおいて、悪い状態から立ち直って元の勢いを取り戻すことが困難なこと
歳月不待, さいげつふたい, 今の時を大切にして、日々怠けることなく努力せよという戒め
最後通牒, さいごつうちょう, 交渉相手に対して示す最後の要求や提案のこと
才色兼備, さいしょくけんび, 優れた学識と美しい容姿を兼ね備えた女性のこと。 同義語：「才貌両全さいぼうりょうぜん」
祭政一致, さいせいいっち, 政治権力と宗教教団が一体化していること。 または政治的指導者が同時に宗教的指導者を兼ねていること
採長補短, さいちょうほたん, 他人の長所を取り入れて、自分の短所を補うこと。 諺の「人のふり見て我がふり直せ」と同じ意味
西方浄土, さいほうじょうど, 阿弥陀如来が住むとされる極楽浄土。 人間界から西方に十万億の仏土を隔てた所にあるという
左支右吾, さしゆうご, あれこれと手を尽くして免れようとしたり、言い逃れをしたりすること。 左を支えて右を防ぐという意味
砂上楼閣, さじょうろうかく, 砂の上に立てた立派な建物。 基礎が不安定なために崩れやすい物事の喩えで、実現不可能、または長く維持できないこと
左戚右賢, させきゆうけん, 近親者を低い地位に置き、賢者を高い地位に置くこと
沙中偶語, さちゅうぐうご, 人の気配のない砂地に集まり、額を突き合わせて相談するという意味。 臣下が陰謀を企てること
左提右挈, さていゆうけつ, 左右の手で携えること。 互いに提携して援助し合うこと
